id_cliente;edad_cliente;inclinacion_tejado;antiguedad_propiedad;consumo_anual_mmpp;horas_trabajo;modalidad_trabajo;orientacion;ratio_ingresos_deudas;contrata
5806;30;PocoInclinado;5;62;10;R;E;0,07;1
5807;32;PocoInclinado;0;38;10;R;E;0,13;0
5808;26;Plano;5;24;30;R;E;0,41;1
5809;33;MuyInclinado;12;70;40;R;E;0,14;1
5810;28;PocoInclinado;1;175;40;P;S;0,3;0
5811;32;MuyInclinado;7;40;10;R;E;0,22;1
5812;37;Suelo;1;90;30;R;E;0,04;1
5813;61;Plano;7;35;30;P;E;0,4;1
5814;20;MuyInclinado;0;17;40;R;E;0,5;0
5815;71;Plano;18;57;40;P;N;0,32;1
5816;18;MuyInclinado;0;19;30;R;E;0,4;0
5817;20;MuyInclinado;0;44;30;R;O;0,13;1
5818;33;Plano;2;28;40;R;E;0,07;1
5819;38;MuyInclinado;1;28;10;R;E;0,04;0
5820;34;PocoInclinado;5;44;30;R;E;0,18;1
5821;35;Plano;2;38;10;P;O;0,4;0
5822;28;MuyInclinado;6;112;30;R;E;0,06;1
5823;24;PocoInclinado;2;43;20;R;O;0,24;1
5824;18;MuyInclinado;0;24;40;R;E;0,27;1
5825;50;MuyInclinado;15;65;30;P;S;0,32;1
5826;24;PocoInclinado;0;64;40;R;E;0,11;1
5827;20;PocoInclinado;0;20;20;R;E;0,43;0
5828;26;Plano;10;31;20;R;E;0,37;1
5829;36;MuyInclinado;10;77;30;P;O;0,26;0
5830;45;Plano;24;69;40;R;O;0,08;1
5831;21;MuyInclinado;1;20;30;P;E;1,22;1
5832;51;PocoInclinado;9;96;40;P;E;0,34;0
5833;45;PocoInclinado;16;53;10;R;E;0,16;1
5834;24;PocoInclinado;0;41;40;R;E;0,29;1
5835;37;PocoInclinado;0;35;30;P;O;0,42;1
5836;37;MuyInclinado;0;37;30;P;E;0,6;1
5837;52;PocoInclinado;23;153;30;R;N;0,07;1
5838;46;MuyInclinado;24;78;20;R;N;0,16;1
5839;38;Suelo;7;124;20;P;S;0,35;1
5840;22;PocoInclinado;0;23;30;R;E;0,33;0
5841;30;PocoInclinado;4;39;30;P;N;0,38;0
5842;20;PocoInclinado;0;41;20;R;E;0,15;1
5843;25;Suelo;0;66;20;R;E;0,07;1
5844;26;Plano;5;47;20;P;S;0,68;0
5845;18;MuyInclinado;0;30;10;R;E;0,3;0
5846;20;MuyInclinado;0;26;40;R;E;0,43;1
5847;21;PocoInclinado;0;27;20;R;E;0,11;1
5848;46;PocoInclinado;7;41;20;R;E;0,09;1
5849;33;PocoInclinado;5;321;10;R;S;0,03;0
5850;26;PocoInclinado;0;103;30;P;S;0,28;0
5851;28;MuyInclinado;9;36;20;R;E;0,12;1
5852;36;PocoInclinado;8;58;30;P;O;0,47;1
5853;45;PocoInclinado;19;286;20;R;S;0,07;1
5854;19;MuyInclinado;0;18;40;R;E;0,41;1
5855;38;MuyInclinado;18;53;30;R;O;0,15;1
5856;18;MuyInclinado;0;14;20;R;E;0,35;1
5857;23;Plano;0;20;40;R;E;0,5;0
5858;59;Plano;31;86;30;R;O;0,15;1
5859;27;PocoInclinado;3;43;20;R;E;0,15;1
5860;35;MuyInclinado;4;57;30;R;O;0,17;1
5861;47;PocoInclinado;17;61;30;R;S;0,2;1
5862;34;MuyInclinado;4;46;40;R;E;0,17;1
5863;41;MuyInclinado;12;58;30;P;S;0,36;1
5864;25;MuyInclinado;5;36;30;R;E;0,1;1
5865;29;Suelo;3;55;40;P;S;0,76;0
5866;27;MuyInclinado;3;26;10;R;E;0,13;1
5867;27;Plano;7;43;20;P;O;0,33;1
5868;30;MuyInclinado;4;45;30;P;N;0,32;1
5869;29;MuyInclinado;5;26;30;R;E;0,26;0
5870;30;Plano;0;25;30;R;E;0,28;1
5871;18;MuyInclinado;0;21;40;P;O;1,26;0
5872;38;Plano;6;24;20;P;E;0,87;0
5873;19;MuyInclinado;0;30;30;R;E;0,17;1
5874;30;Suelo;2;21;20;P;O;0,6;0
5875;19;MuyInclinado;0;17;20;R;E;0,38;1
5876;45;Plano;13;65;40;P;S;0,73;0
5877;22;Plano;4;27;30;R;E;0,19;1
5878;31;PocoInclinado;4;43;30;R;E;0,23;1
5879;50;PocoInclinado;23;104;30;R;E;0,09;1
5880;22;PocoInclinado;0;14;20;R;E;0,2;1
5881;22;PocoInclinado;0;32;20;R;E;0,16;1
5882;46;Plano;4;67;20;R;E;0,08;1
5883;36;PocoInclinado;10;51;20;P;S;0,39;1
5884;29;PocoInclinado;3;102;10;R;S;0,19;0
5885;35;PocoInclinado;2;27;10;R;E;0,04;1
5886;28;MuyInclinado;8;40;40;R;O;0,34;0
5887;18;MuyInclinado;0;12;30;R;E;0,77;0
5888;18;MuyInclinado;0;23;10;P;E;0,61;0
5889;50;MuyInclinado;21;88;20;R;E;0,03;1
5890;31;PocoInclinado;7;53;30;R;E;0,08;1
5891;29;Suelo;2;25;10;P;O;0,6;0
5892;21;PocoInclinado;0;19;30;P;O;1,3;0
5893;31;MuyInclinado;10;41;40;P;E;0,62;1
5894;26;MuyInclinado;2;55;40;P;S;0,31;0
5895;22;PocoInclinado;0;20;30;R;E;0,39;0
5896;30;MuyInclinado;4;26;30;R;E;0,45;1
5897;25;MuyInclinado;3;23;20;R;E;0,27;1
5898;26;MuyInclinado;5;47;30;R;O;0,19;1
5899;40;MuyInclinado;5;43;40;P;S;0,79;0
5900;41;Suelo;6;190;20;R;E;0,03;1
5901;33;Plano;7;33;30;R;E;0,28;0
5902;39;Plano;22;48;40;R;O;0,21;1
5903;61;MuyInclinado;20;91;40;R;O;0,09;1
5904;30;MuyInclinado;5;26;20;P;E;0,72;0
5905;51;PocoInclinado;2;34;10;R;O;0,28;1
5906;20;MuyInclinado;0;26;20;R;E;0,19;0
5907;37;Plano;16;43;30;R;E;0,19;1
5908;59;Plano;31;86;30;R;O;0,15;1
5909;20;Plano;2;18;20;R;E;0,15;1
5910;24;PocoInclinado;0;45;30;R;E;0,18;0
5911;22;PocoInclinado;0;56;20;R;E;0,08;1
5912;23;PocoInclinado;0;23;10;P;E;0,96;0
5913;30;PocoInclinado;2;27;30;P;E;0,5;1
5914;23;PocoInclinado;1;22;20;P;O;0,79;0
5915;39;Suelo;1;185;20;R;S;0,11;0
5916;29;Suelo;3;55;20;P;S;0,76;0
5917;56;MuyInclinado;37;160;20;P;S;0,19;1
5918;29;PocoInclinado;3;47;40;R;E;0,09;1
5919;46;Plano;2;38;20;R;E;0,3;0
5920;70;PocoInclinado;30;493;40;R;S;0,12;0
5921;31;PocoInclinado;8;47;30;P;S;0,77;0
5922;52;Plano;8;43;30;P;S;0,58;1
5923;26;MuyInclinado;4;31;20;R;E;0,23;1
5924;23;MuyInclinado;1;26;30;P;E;0,62;1
5925;37;PocoInclinado;3;36;20;R;E;0,25;1
5926;21;PocoInclinado;0;13;20;R;E;0,72;0
5927;65;MuyInclinado;25;48;30;R;N;0,24;1
5928;19;MuyInclinado;0;21;30;P;O;0,82;1
5929;22;Plano;1;24;20;P;O;1,03;0
5930;65;Plano;21;42;30;R;E;0,05;1
5931;18;MuyInclinado;0;18;40;R;E;0,52;1
5932;20;PocoInclinado;0;20;30;P;E;0,81;1
5933;30;PocoInclinado;1;26;20;R;O;0,39;1
5934;56;MuyInclinado;19;76;30;R;E;0,03;1
5935;30;PocoInclinado;5;27;30;R;E;0,29;1
5936;64;Plano;36;145;20;R;S;0,11;1
5937;26;PocoInclinado;0;24;10;P;S;1,65;0
5938;40;Plano;17;72;20;R;E;0,17;1
5939;50;MuyInclinado;21;88;30;R;E;0,03;1
5940;26;PocoInclinado;2;21;40;R;E;0,47;1
5941;18;MuyInclinado;0;21;10;P;O;1,26;0
5942;69;Plano;4;25;30;R;E;0,36;1
5943;48;Suelo;20;162;30;R;E;0,1;1
5944;23;MuyInclinado;2;25;30;P;E;0,53;0
5945;56;MuyInclinado;35;236;10;R;S;0,06;1
5946;33;Plano;3;34;40;R;E;0,11;0
5947;25;MuyInclinado;6;18;10;P;O;1,07;0
5948;37;PocoInclinado;8;62;10;P;S;0,62;0
5949;32;PocoInclinado;1;26;30;R;E;0,16;1
5950;21;PocoInclinado;0;27;20;P;O;0,78;1
5951;25;MuyInclinado;3;23;30;R;E;0,27;1
5952;55;Suelo;21;91;10;R;N;0,14;1
5953;28;MuyInclinado;8;22;20;R;E;0,3;1
5954;32;Suelo;0;22;40;P;E;0,82;1
5955;39;PocoInclinado;12;98;40;R;E;0,03;1
5956;23;PocoInclinado;0;36;30;R;E;0,04;1
5957;28;PocoInclinado;0;60;30;R;E;0,01;1
5958;34;MuyInclinado;14;59;20;R;N;0,18;1
5959;20;MuyInclinado;0;26;40;R;E;0,43;1
5960;45;Suelo;1;58;40;P;N;0,42;0
5961;71;MuyInclinado;35;131;20;P;S;0,2;1
5962;20;MuyInclinado;1;19;30;R;E;0,5;1
5963;46;PocoInclinado;1;58;30;R;E;0,21;1
5964;52;PocoInclinado;28;108;10;R;N;0,08;1
5965;30;PocoInclinado;8;65;30;R;O;0,22;1
5966;61;Plano;0;42;20;P;S;0,62;1
5967;39;Plano;2;29;10;R;E;0,16;1
5968;51;MuyInclinado;9;82;20;P;O;0,32;1
5969;35;MuyInclinado;6;26;40;R;E;0,12;1
5970;33;PocoInclinado;5;105;30;P;S;0,26;0
5971;34;Plano;10;96;20;R;O;0,11;1
5972;40;MuyInclinado;5;43;40;P;S;0,79;0
5973;38;PocoInclinado;4;91;30;R;O;0,08;0
5974;39;PocoInclinado;16;46;10;P;O;0,36;1
5975;42;PocoInclinado;7;130;40;P;S;0,21;0
5976;22;MuyInclinado;0;16;40;R;E;0,71;0
5977;56;Plano;30;144;20;R;S;0,14;1
5978;60;PocoInclinado;22;60;30;P;S;0,59;1
5979;75;PocoInclinado;50;460;20;P;S;0,24;0
5980;21;MuyInclinado;1;33;10;P;O;0,53;0
5981;40;PocoInclinado;4;54;40;R;O;0,13;1
5982;37;Plano;5;21;30;P;E;0,84;1
5983;21;MuyInclinado;1;29;20;R;E;0,04;1
5984;35;PocoInclinado;9;123;30;R;O;0,11;1
5985;27;PocoInclinado;1;28;30;P;E;1,07;1
5986;20;PocoInclinado;0;27;40;R;E;0,24;1
5987;25;Suelo;0;60;20;R;O;0,22;1
5988;22;PocoInclinado;0;29;40;R;E;0,16;1
5989;34;PocoInclinado;2;55;30;P;S;0,36;0
5990;20;PocoInclinado;0;22;20;R;E;0,23;0
5991;48;Suelo;2;52;40;P;O;0,38;1
5992;75;Plano;22;56;30;R;O;0,22;1
5993;25;Plano;4;30;30;P;O;0,62;1
5994;41;MuyInclinado;14;76;30;P;S;0,42;0
5995;23;Plano;3;41;30;R;E;0,19;1
5996;36;Plano;16;44;30;R;O;0,24;1
5997;70;PocoInclinado;48;165;30;P;E;0,24;1
5998;19;MuyInclinado;0;17;20;R;E;0,38;1
5999;40;MuyInclinado;6;36;20;R;O;0,25;0
6000;20;MuyInclinado;0;44;30;R;O;0,13;1
6001;21;PocoInclinado;0;20;40;R;E;0,24;1
6002;19;MuyInclinado;0;31;10;P;S;1,21;0
6003;37;PocoInclinado;8;62;20;P;S;0,62;0
6004;52;PocoInclinado;2;48;30;R;O;0,17;1
6005;34;Plano;12;59;40;R;N;0,25;1
6006;36;MuyInclinado;1;55;30;P;S;0,55;0
6007;21;PocoInclinado;0;25;20;R;O;0,33;0
6008;37;MuyInclinado;12;29;40;R;E;0,41;1
6009;24;Plano;2;29;30;P;E;1,05;1
6010;40;MuyInclinado;16;53;20;R;E;0,03;1
6011;20;PocoInclinado;0;13;30;R;E;0;1
6012;52;Plano;33;80;30;R;O;0,2;1
6013;30;PocoInclinado;4;46;20;R;O;0,12;1
6014;54;PocoInclinado;6;70;30;R;N;0,23;1
6015;44;PocoInclinado;8;49;30;P;N;0,5;0
6016;46;Plano;2;38;30;R;E;0,3;0
6017;34;PocoInclinado;8;49;10;R;E;0,23;1
6018;18;MuyInclinado;0;33;30;R;E;0,33;0
6019;30;Suelo;1;33;30;R;E;0,3;1
6020;19;MuyInclinado;0;21;10;R;E;0,32;1
6021;23;PocoInclinado;0;29;10;R;E;0,42;0
6022;42;PocoInclinado;2;22;30;P;O;0,75;0
6023;43;MuyInclinado;20;180;20;R;S;0,11;1
6024;24;MuyInclinado;3;24;30;P;O;0,55;1
6025;19;MuyInclinado;0;50;10;R;E;0,05;1
6026;33;PocoInclinado;3;40;30;R;E;0,04;1
6027;29;MuyInclinado;8;35;40;P;O;0,81;0
6028;32;MuyInclinado;7;33;30;P;S;0,99;0
6029;29;PocoInclinado;2;31;30;R;O;0,29;1
6030;36;MuyInclinado;14;71;40;R;O;0,17;1
6031;23;PocoInclinado;0;57;40;P;N;0,49;0
6032;55;MuyInclinado;13;63;30;P;N;0,45;1
6033;21;MuyInclinado;2;22;10;R;O;0,51;0
6034;46;Suelo;13;84;20;R;O;0,22;1
6035;18;Plano;1;15;20;R;E;0,64;0
6036;38;PocoInclinado;15;136;20;P;S;0,35;0
6037;28;Plano;7;52;20;P;S;0,65;0
6038;45;Suelo;1;58;20;P;N;0,42;0
6039;22;MuyInclinado;1;24;40;P;E;0,83;1
6040;28;Plano;2;24;30;R;E;0,05;1
6041;43;PocoInclinado;21;101;20;R;S;0,19;0
6042;70;MuyInclinado;27;92;20;R;S;0,19;1
6043;27;PocoInclinado;2;31;40;R;E;0,16;1
6044;18;MuyInclinado;0;18;20;P;E;0,86;0
6045;33;PocoInclinado;11;61;20;P;S;0,39;0
6046;24;PocoInclinado;0;32;30;R;E;0,23;0
6047;19;MuyInclinado;0;25;30;R;E;0,19;0
6048;25;Plano;0;19;10;R;E;0,5;1
6049;44;PocoInclinado;21;314;20;R;S;0,06;1
6050;37;Plano;18;36;20;R;E;0,18;1
6051;29;PocoInclinado;1;38;10;R;E;0,16;0
6052;70;PocoInclinado;30;493;30;R;S;0,12;0
6053;66;MuyInclinado;9;54;40;P;O;0,45;1
6054;25;PocoInclinado;1;66;20;R;E;0,11;0
6055;45;PocoInclinado;7;42;20;P;S;1,24;0
6056;41;PocoInclinado;15;127;40;P;S;0,33;1
6057;53;Plano;1;30;30;R;E;0,38;1
6058;46;Plano;4;67;10;R;E;0,08;1
6059;51;MuyInclinado;9;82;30;P;O;0,32;1
6060;41;MuyInclinado;12;58;30;P;S;0,36;1
6061;42;MuyInclinado;16;49;20;R;E;0,3;1
6062;35;PocoInclinado;10;53;20;P;S;0,55;1
6063;63;PocoInclinado;22;129;20;R;E;0,09;1
6064;46;Suelo;13;84;20;R;O;0,22;1
6065;21;MuyInclinado;0;21;40;R;E;0,36;0
6066;25;Plano;5;29;20;R;E;0,12;1
6067;24;PocoInclinado;0;56;40;R;O;0,26;0
6068;25;PocoInclinado;0;35;30;R;E;0,37;0
6069;33;Plano;2;28;30;R;E;0,07;1
6070;19;Plano;1;16;30;R;E;0,25;0
6071;44;Plano;17;107;20;P;S;0,25;1
6072;18;MuyInclinado;0;17;40;P;E;0,82;0
6073;31;MuyInclinado;11;37;30;R;E;0,21;1
6074;37;PocoInclinado;10;97;20;R;N;0,17;1
6075;46;PocoInclinado;13;32;30;P;O;0,45;1
6076;45;MuyInclinado;10;45;10;R;E;0,09;1
6077;39;PocoInclinado;14;152;20;P;S;0,45;0
6078;25;MuyInclinado;2;26;20;P;E;0,5;1
6079;22;PocoInclinado;0;19;30;R;E;0,46;0
6080;34;MuyInclinado;13;50;20;P;S;0,5;1
6081;32;PocoInclinado;3;79;20;R;O;0,14;0
6082;18;MuyInclinado;0;14;40;R;E;0,45;1
6083;58;MuyInclinado;19;114;20;R;E;0,12;1
6084;73;Plano;50;289;20;R;S;0,11;1
6085;35;Plano;2;38;20;P;O;0,4;0
6086;22;PocoInclinado;0;20;10;R;E;0,39;0
6087;65;MuyInclinado;38;231;30;R;N;0,13;1
6088;65;PocoInclinado;29;189;20;R;S;0,08;1
6089;45;MuyInclinado;18;59;30;R;N;0,24;1
6090;19;MuyInclinado;0;24;20;P;E;0,65;0
6091;21;MuyInclinado;1;29;10;R;E;0,04;1
6092;18;MuyInclinado;0;22;20;R;E;0,19;0
6093;44;Plano;9;37;10;P;N;0,68;1
6094;18;MuyInclinado;0;22;30;P;E;0,58;0
6095;27;MuyInclinado;4;34;40;P;E;0,6;1
6096;22;PocoInclinado;0;24;20;R;E;0,41;0
6097;43;MuyInclinado;10;92;40;P;S;0,31;0
6098;25;MuyInclinado;2;24;10;R;E;0,16;1
6099;53;Plano;17;59;30;R;E;0,01;1
6100;29;PocoInclinado;3;47;30;R;E;0,09;1
6101;20;MuyInclinado;0;21;40;P;E;0,59;1
6102;30;PocoInclinado;1;16;30;R;O;0,62;0
6103;26;PocoInclinado;2;38;40;R;O;0,28;0
6104;66;Plano;40;149;30;P;S;0,22;1
6105;48;PocoInclinado;13;153;10;R;O;0,04;1
6106;27;Plano;9;28;20;R;E;0,26;1
6107;38;PocoInclinado;4;61;40;R;E;0,07;1
6108;20;PocoInclinado;0;29;20;P;O;0,52;0
6109;56;MuyInclinado;27;125;20;R;N;0,15;1
6110;39;Plano;8;41;20;R;E;0;1
6111;35;PocoInclinado;2;27;40;R;E;0,04;1
6112;36;MuyInclinado;16;96;40;P;S;0,25;1
6113;36;Plano;16;44;20;R;O;0,24;1
6114;37;MuyInclinado;17;123;20;P;S;0,19;1
6115;49;PocoInclinado;18;182;30;R;E;0,07;1
6116;73;MuyInclinado;2;39;30;P;N;0,69;0
6117;25;Suelo;0;66;30;R;E;0,07;1
6118;31;Plano;10;60;20;P;S;0,73;0
6119;44;Suelo;2;91;20;R;O;0,1;0
6120;47;MuyInclinado;10;48;30;R;O;0,22;1
6121;24;PocoInclinado;0;49;20;P;S;0,41;0
6122;72;PocoInclinado;26;146;40;P;N;0,21;1
6123;53;Plano;1;30;30;R;E;0,38;1
6124;27;MuyInclinado;3;26;40;R;E;0,13;1
6125;21;MuyInclinado;1;23;20;R;E;0,4;0
6126;62;Plano;33;96;10;P;S;0,36;1
6127;27;Suelo;0;36;40;R;E;0,16;1
6128;31;MuyInclinado;2;42;40;P;E;0,35;0
6129;26;Plano;4;34;20;P;E;0,75;0
6130;33;PocoInclinado;3;26;40;P;E;0,62;1
6131;49;PocoInclinado;1;51;30;P;O;0,33;1
6132;23;PocoInclinado;0;35;30;P;E;0,58;0
6133;38;PocoInclinado;7;274;40;R;S;0,03;0
6134;22;PocoInclinado;1;27;40;R;E;0,46;1
6135;39;MuyInclinado;7;82;10;P;S;0,39;1
6136;40;Plano;16;33;10;P;N;0,94;0
6137;26;MuyInclinado;5;22;30;R;E;0,18;1
6138;37;Plano;5;21;30;P;E;0,84;1
6139;26;PocoInclinado;2;19;20;R;E;0,24;1
6140;49;MuyInclinado;15;35;10;R;E;0,12;1
6141;37;PocoInclinado;8;62;20;P;S;0,62;0
6142;18;MuyInclinado;0;16;30;R;E;0,6;0
6143;25;MuyInclinado;2;21;30;P;E;0,83;0
6144;35;PocoInclinado;0;36;40;R;E;0,18;1
6145;30;PocoInclinado;4;39;20;P;N;0,38;0
6146;52;Plano;26;77;30;P;S;0,66;1
6147;23;PocoInclinado;0;42;30;R;O;0,23;1
6148;36;Suelo;7;124;20;R;E;0,03;1
6149;19;MuyInclinado;0;22;30;P;O;0,93;0
6150;58;MuyInclinado;2;31;30;R;E;0,14;1
6151;52;PocoInclinado;17;125;20;R;E;0,01;1
6152;29;Plano;11;39;20;R;E;0,11;1
6153;43;PocoInclinado;21;125;40;P;S;0,21;1
6154;23;PocoInclinado;0;118;40;R;E;0,12;1
6155;23;PocoInclinado;0;36;20;R;E;0,04;1
6156;37;Plano;16;43;30;R;E;0,19;1
6157;41;PocoInclinado;2;94;10;R;O;0,14;1
6158;56;MuyInclinado;27;125;20;R;N;0,15;1
6159;49;Suelo;23;178;30;P;S;0,3;1
6160;18;MuyInclinado;0;21;40;R;E;0,38;0
6161;50;Suelo;22;71;30;R;O;0,12;1
6162;23;PocoInclinado;0;73;30;R;E;0,02;1
6163;47;Plano;17;47;40;P;S;0,59;1
6164;32;MuyInclinado;1;129;40;P;S;0,35;0
6165;20;MuyInclinado;1;19;20;R;E;0,5;1
6166;22;PocoInclinado;0;24;30;R;E;0,41;0
6167;43;MuyInclinado;6;40;20;R;E;0,23;1
6168;20;PocoInclinado;0;29;40;P;O;0,52;0
6169;35;PocoInclinado;11;59;20;R;E;0,04;1
6170;29;MuyInclinado;0;28;10;R;E;0,22;0
6171;30;Plano;4;30;30;P;O;0,47;1
6172;19;MuyInclinado;0;21;40;R;E;0,12;0
6173;29;PocoInclinado;7;57;30;R;O;0,12;1
6174;36;PocoInclinado;7;118;10;P;S;0,21;0
6175;32;PocoInclinado;10;38;20;P;O;0,42;1
6176;18;MuyInclinado;0;57;40;R;O;0,09;0
6177;33;MuyInclinado;6;41;30;R;E;0,07;1
6178;43;PocoInclinado;5;27;20;P;N;1;0
6179;29;MuyInclinado;9;69;30;R;O;0,16;1
6180;35;MuyInclinado;15;55;10;P;S;0,29;1
6181;34;PocoInclinado;0;24;10;R;E;0,49;0
6182;24;PocoInclinado;0;44;30;P;N;0,44;0
6183;26;PocoInclinado;1;89;30;R;E;0,05;0
6184;31;PocoInclinado;1;28;30;R;E;0,09;1
6185;33;PocoInclinado;6;25;40;P;O;0,69;1
6186;45;PocoInclinado;0;81;30;R;O;0,09;1
6187;43;PocoInclinado;13;71;20;R;O;0,1;1
6188;33;PocoInclinado;5;321;20;R;S;0,03;0
6189;21;PocoInclinado;0;27;40;R;E;0,11;1
6190;33;MuyInclinado;0;64;10;P;N;0,27;1
6191;36;PocoInclinado;12;35;20;R;O;0,31;1
6192;34;Suelo;5;186;20;P;S;0,17;0
6193;23;PocoInclinado;0;42;30;P;N;0,41;1
6194;19;MuyInclinado;0;20;20;R;E;0,19;0
6195;21;MuyInclinado;1;40;40;R;O;0,27;0
6196;52;PocoInclinado;28;368;30;P;S;0,27;0
6197;34;MuyInclinado;4;49;20;R;E;0,09;1
6198;22;PocoInclinado;0;14;20;R;E;0,2;1
6199;33;MuyInclinado;3;33;20;R;E;0,21;1
6200;19;Plano;0;20;20;P;O;0,7;0
6201;41;PocoInclinado;15;89;40;R;N;0,2;1
6202;33;PocoInclinado;4;136;10;P;S;0,18;0
6203;44;Suelo;2;91;20;R;O;0,1;0
6204;28;PocoInclinado;4;20;40;R;E;0,37;1
6205;20;PocoInclinado;0;25;20;R;E;0,25;0
6206;20;PocoInclinado;0;39;30;P;O;0,53;1
6207;29;PocoInclinado;3;102;20;R;S;0,19;0
6208;40;Suelo;1;32;40;P;S;0,77;0
6209;23;PocoInclinado;0;47;40;R;E;0,28;1
6210;19;MuyInclinado;0;25;30;R;O;0,46;0
6211;37;PocoInclinado;9;72;10;P;N;0,59;0
6212;43;MuyInclinado;14;61;20;P;N;0,28;1
6213;28;MuyInclinado;9;36;20;R;E;0,12;1
6214;25;Plano;8;37;40;R;E;0,31;1
6215;42;MuyInclinado;19;63;20;P;S;0,53;1
6216;50;Suelo;22;71;30;R;O;0,12;1
6217;18;MuyInclinado;0;14;20;R;E;0,45;1
6218;28;PocoInclinado;4;30;30;P;E;0,6;1
6219;18;MuyInclinado;0;22;30;R;E;0,19;0
6220;32;MuyInclinado;0;22;30;P;E;1,25;0
6221;47;MuyInclinado;13;58;40;R;E;0,1;1
6222;42;MuyInclinado;15;46;30;P;O;0,42;1
6223;64;MuyInclinado;24;83;30;R;E;0,19;1
6224;21;MuyInclinado;0;20;30;R;E;0,13;1
6225;31;MuyInclinado;11;36;30;R;E;0,18;1
6226;20;PocoInclinado;0;58;20;R;E;0,08;1
6227;23;PocoInclinado;1;22;20;P;O;0,79;0
6228;39;Suelo;3;42;10;P;S;0,51;1
6229;21;MuyInclinado;1;37;20;R;E;0,31;1
6230;40;PocoInclinado;10;38;20;R;E;0,22;1
6231;23;PocoInclinado;0;30;20;R;E;0,3;1
6232;18;MuyInclinado;0;26;10;R;E;0,35;1
6233;25;MuyInclinado;2;26;30;P;E;0,5;1
6234;18;MuyInclinado;0;15;20;R;E;0,61;1
6235;21;MuyInclinado;3;15;40;P;E;0,9;0
6236;36;MuyInclinado;4;57;30;R;E;0,12;0
6237;29;PocoInclinado;1;50;30;P;N;0,45;0
6238;63;PocoInclinado;8;92;30;R;E;0,12;1
6239;20;PocoInclinado;0;18;30;R;E;0,35;1
6240;56;Suelo;16;232;10;R;N;0,04;1
6241;43;PocoInclinado;13;127;20;R;E;0,05;1
6242;46;PocoInclinado;12;111;40;R;O;0,11;1
6243;23;MuyInclinado;1;30;10;P;O;0,93;0
6244;34;PocoInclinado;11;68;10;P;S;0,29;1
6245;65;MuyInclinado;38;352;20;R;E;0,03;1
6246;37;Plano;11;63;30;P;S;0,56;1
6247;22;MuyInclinado;0;18;20;R;E;0,23;1
6248;27;MuyInclinado;4;34;30;P;E;0,6;1
6249;35;PocoInclinado;10;263;30;R;S;0,07;0
6250;31;MuyInclinado;2;42;30;P;E;0,35;0
6251;24;MuyInclinado;5;37;10;R;E;0,21;1
6252;25;Plano;0;19;40;R;E;0,5;1
6253;31;MuyInclinado;11;36;40;R;E;0,18;1
6254;21;MuyInclinado;2;23;30;R;E;0,19;1
6255;24;MuyInclinado;5;26;40;P;O;0,64;1
6256;27;PocoInclinado;1;32;40;P;N;0,64;0
6257;34;MuyInclinado;9;29;40;P;O;0,52;0
6258;27;PocoInclinado;3;68;30;P;S;0,62;0
6259;22;PocoInclinado;0;14;30;R;E;0,2;1
6260;33;PocoInclinado;8;37;10;R;E;0,14;1
6261;18;MuyInclinado;0;47;20;R;O;0,11;1
6262;27;PocoInclinado;4;41;30;R;O;0,21;0
6263;37;Plano;16;43;20;R;E;0,19;1
6264;45;Plano;13;65;20;P;S;0,73;0
6265;21;MuyInclinado;0;21;20;R;E;0,36;0
6266;18;MuyInclinado;0;22;20;R;E;0,08;1
6267;47;MuyInclinado;16;66;20;R;E;0,04;1
6268;38;Suelo;7;124;20;P;S;0,35;1
6269;36;MuyInclinado;14;71;20;R;O;0,17;1
6270;46;Plano;15;95;30;P;S;0,32;1
6271;61;Plano;0;42;30;P;S;0,62;1
6272;21;PocoInclinado;0;36;20;P;O;0,53;0
6273;46;PocoInclinado;8;119;30;R;O;0,1;0
6274;38;Suelo;4;66;40;P;N;0,27;0
6275;26;MuyInclinado;5;47;30;R;O;0,19;1
6276;30;PocoInclinado;3;38;30;P;E;0,43;1
6277;27;Plano;5;34;20;R;E;0,04;1
6278;59;PocoInclinado;20;144;20;R;N;0,06;1
6279;22;MuyInclinado;0;16;20;R;E;0,71;0
6280;28;PocoInclinado;7;30;20;R;E;0,37;1
6281;20;Plano;2;20;20;R;E;0,16;0
6282;49;PocoInclinado;2;36;20;P;N;0,89;0
6283;26;PocoInclinado;1;31;10;P;O;0,52;0
6284;23;MuyInclinado;0;22;40;R;E;0,5;1
6285;18;MuyInclinado;0;37;20;R;E;0,09;0
6286;25;PocoInclinado;1;27;10;P;E;0,67;1
6287;37;PocoInclinado;13;225;30;R;O;0,02;1
6288;21;PocoInclinado;0;13;10;R;E;0,72;0
6289;41;MuyInclinado;4;56;40;R;N;0,2;1
6290;27;MuyInclinado;1;25;10;R;E;0,03;1
6291;25;PocoInclinado;1;27;30;P;E;0,67;1
6292;28;Plano;2;24;30;R;E;0,05;1
6293;46;Suelo;13;84;20;R;O;0,22;1
6294;62;MuyInclinado;33;322;20;R;S;0,04;1
6295;25;PocoInclinado;1;16;30;R;E;0,33;1
6296;24;MuyInclinado;0;36;30;R;O;0,32;0
6297;36;MuyInclinado;16;96;20;P;S;0,25;1
6298;38;PocoInclinado;4;91;30;R;O;0,08;0
6299;25;PocoInclinado;2;26;10;P;O;0,58;0
